,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
25771,538397,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,48,12/12/2010 11:44,2.95,12753.0,Japan
25772,538397,22549,PICTURE DOMINOES,72,12/12/2010 11:44,1.25,12753.0,Japan
25773,538397,22654,DELUXE SEWING KIT ,21,12/12/2010 11:44,5.95,12753.0,Japan
25774,538397,85177,BASKET OF FLOWERS SEWING KIT,96,12/12/2010 11:44,0.85,12753.0,Japan
25775,538397,21259,VICTORIAN SEWING BOX SMALL ,24,12/12/2010 11:44,4.95,12753.0,Japan
25776,538397,22651,GENTLEMAN SHIRT REPAIR KIT ,96,12/12/2010 11:44,0.85,12753.0,Japan
25777,538397,22088,PAPER BUNTING COLOURED LACE,40,12/12/2010 11:44,2.55,12753.0,Japan
25778,538397,84880,WHITE WIRE EGG HOLDER,12,12/12/2010 11:44,4.95,12753.0,Japan
25779,538397,21210,SET OF 72 RETROSPOT PAPER  DOILIES,60,12/12/2010 11:44,1.45,12753.0,Japan
25780,538397,84988,SET OF 72 PINK HEART PAPER DOILIES,96,12/12/2010 11:44,1.25,12753.0,Japan
25781,538397,21078,SET/20 STRAWBERRY PAPER NAPKINS ,48,12/12/2010 11:44,0.85,12753.0,Japan
25782,538397,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,60,12/12/2010 11:44,0.85,12753.0,Japan
25783,538397,22662,LUNCH BAG DOLLY GIRL DESIGN,60,12/12/2010 11:44,1.65,12753.0,Japan
25784,538397,22664,TOY TIDY DOLLY GIRL DESIGN,30,12/12/2010 11:44,2.1,12753.0,Japan
25785,538397,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,12/12/2010 11:44,0.72,12753.0,Japan
25786,538397,22244,3 HOOK HANGER MAGIC GARDEN,36,12/12/2010 11:44,1.95,12753.0,Japan
25787,538397,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,48,12/12/2010 11:44,1.65,12753.0,Japan
25788,538397,22242,5 HOOK HANGER MAGIC TOADSTOOL,36,12/12/2010 11:44,1.65,12753.0,Japan
25789,538397,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",48,12/12/2010 11:44,0.85,12753.0,Japan
25790,538397,22623,BOX OF VINTAGE JIGSAW BLOCKS ,20,12/12/2010 11:44,4.25,12753.0,Japan
25791,538397,22619,SET OF 6 SOLDIER SKITTLES,32,12/12/2010 11:44,3.75,12753.0,Japan
25792,538397,22231,JIGSAW TREE WITH BIRDHOUSE,24,12/12/2010 11:44,1.45,12753.0,Japan
25793,538397,22230,JIGSAW TREE WITH WATERING CAN,24,12/12/2010 11:44,0.85,12753.0,Japan
25794,538397,22232,JIGSAW TOADSTOOLS 3 PIECE,32,12/12/2010 11:44,1.65,12753.0,Japan
25795,538397,21717,EASTER TIN BUCKET,32,12/12/2010 11:44,2.1,12753.0,Japan
47163,C540392,21155,RED RETROSPOT PEG BAG,-1,1/6/2011 18:06,2.1,12753.0,Japan
47164,C540392,22244,3 HOOK HANGER MAGIC GARDEN,-1,1/6/2011 18:06,1.95,12753.0,Japan
47165,C540392,22088,PAPER BUNTING COLOURED LACE,-40,1/6/2011 18:06,2.55,12753.0,Japan
47166,C540392,22567,20 DOLLY PEGS RETROSPOT,-3,1/6/2011 18:06,1.25,12753.0,Japan
81821,543179,22407,MONEY BOX FIRST ADE DESIGN,1,2/4/2011 10:31,1.25,12754.0,Japan
81822,543179,22406,MONEY BOX KINGS CHOICE DESIGN,1,2/4/2011 10:31,1.25,12754.0,Japan
81823,543179,22405,MONEY BOX POCKET MONEY DESIGN,1,2/4/2011 10:31,1.25,12754.0,Japan
81824,543179,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2/4/2011 10:31,3.75,12754.0,Japan
81825,543179,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1,2/4/2011 10:31,2.95,12754.0,Japan
81826,543179,22495,SET OF 2 ROUND TINS CAMEMBERT ,1,2/4/2011 10:31,2.95,12754.0,Japan
81827,543179,22494,EMERGENCY FIRST AID TIN ,1,2/4/2011 10:31,1.25,12754.0,Japan
81828,543179,22258,FELT FARM ANIMAL RABBIT,1,2/4/2011 10:31,1.25,12754.0,Japan
81829,543179,22257,FELT FARM ANIMAL SHEEP,1,2/4/2011 10:31,1.25,12754.0,Japan
81830,543179,22256,FELT FARM ANIMAL CHICKEN,1,2/4/2011 10:31,1.25,12754.0,Japan
81831,543179,22268,EASTER DECORATION SITTING BUNNY,1,2/4/2011 10:31,0.85,12754.0,Japan
81832,543179,22267,EASTER DECORATION EGG BUNNY ,1,2/4/2011 10:31,1.25,12754.0,Japan
81833,543179,10002,INFLATABLE POLITICAL GLOBE ,1,2/4/2011 10:31,0.85,12754.0,Japan
81834,543179,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,1,2/4/2011 10:31,0.29,12754.0,Japan
81835,543179,22620,4 TRADITIONAL SPINNING TOPS,1,2/4/2011 10:32,1.25,12754.0,Japan
81836,543179,22492,MINI PAINT SET VINTAGE ,1,2/4/2011 10:32,0.65,12754.0,Japan
81837,543179,22546,MINI JIGSAW PURDEY,1,2/4/2011 10:32,0.42,12754.0,Japan
81838,543179,22544,MINI JIGSAW SPACEBOY,1,2/4/2011 10:32,0.42,12754.0,Japan
81839,543179,22543,MINI JIGSAW BAKE A CAKE ,1,2/4/2011 10:32,0.42,12754.0,Japan
81840,543179,22541,MINI JIGSAW LEAP FROG,1,2/4/2011 10:32,0.42,12754.0,Japan
81841,543179,22540,MINI JIGSAW CIRCUS PARADE ,1,2/4/2011 10:32,0.42,12754.0,Japan
81842,543179,22539,MINI JIGSAW DOLLY GIRL,1,2/4/2011 10:32,0.42,12754.0,Japan
81843,543179,22536,MAGIC DRAWING SLATE PURDEY,1,2/4/2011 10:32,0.42,12754.0,Japan
81844,543179,22534,MAGIC DRAWING SLATE SPACEBOY ,1,2/4/2011 10:32,0.42,12754.0,Japan
81845,543179,22533,MAGIC DRAWING SLATE BAKE A CAKE ,1,2/4/2011 10:32,0.42,12754.0,Japan
81846,543179,22532,MAGIC DRAWING SLATE LEAP FROG ,1,2/4/2011 10:32,0.42,12754.0,Japan
81847,543179,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,1,2/4/2011 10:32,0.42,12754.0,Japan
81848,543179,22561,WOODEN SCHOOL COLOURING SET,1,2/4/2011 10:32,1.65,12754.0,Japan
81849,543179,22489,PACK OF 12 TRADITIONAL CRAYONS,1,2/4/2011 10:32,0.42,12754.0,Japan
81850,543179,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2/4/2011 10:32,1.49,12754.0,Japan
81851,543179,22567,20 DOLLY PEGS RETROSPOT,1,2/4/2011 10:32,1.25,12754.0,Japan
81852,543179,22364,GLASS JAR DIGESTIVE BISCUITS,1,2/4/2011 10:32,2.95,12754.0,Japan
81853,543179,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2/4/2011 10:32,2.95,12754.0,Japan
81854,543179,22359,GLASS JAR KINGS CHOICE,1,2/4/2011 10:32,2.95,12754.0,Japan
81855,543179,22410,MONEY BOX HOUSEKEEPING DESIGN,1,2/4/2011 10:32,1.25,12754.0,Japan
81856,543179,22409,MONEY BOX BISCUITS DESIGN,1,2/4/2011 10:32,1.25,12754.0,Japan
81857,543179,22408,MONEY BOX CONFECTIONERY DESIGN,1,2/4/2011 10:32,1.25,12754.0,Japan
85718,543518,22759,SET OF 3 NOTEBOOKS IN PARCEL,36,2/9/2011 11:21,1.65,12753.0,Japan
85719,543518,22662,LUNCH BAG DOLLY GIRL DESIGN,100,2/9/2011 11:21,1.45,12753.0,Japan
85720,543518,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,2/9/2011 11:21,0.72,12753.0,Japan
85721,543518,21717,EASTER TIN BUCKET,32,2/9/2011 11:21,2.1,12753.0,Japan
85722,543518,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,48,2/9/2011 11:21,2.55,12753.0,Japan
85723,543518,22861,EASTER TIN CHICKS IN GARDEN,30,2/9/2011 11:21,1.65,12753.0,Japan
85724,543518,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,96,2/9/2011 11:21,1.45,12753.0,Japan
85725,543518,22232,JIGSAW TOADSTOOLS 3 PIECE,32,2/9/2011 11:21,1.65,12753.0,Japan
85726,543518,21439,BASKET OF TOADSTOOLS,96,2/9/2011 11:21,1.25,12753.0,Japan
85727,543518,22654,DELUXE SEWING KIT ,40,2/9/2011 11:21,4.95,12753.0,Japan
85728,543518,21259,VICTORIAN SEWING BOX SMALL ,24,2/9/2011 11:21,4.95,12753.0,Japan
85729,543518,22668,PINK BABY BUNTING,50,2/9/2011 11:21,2.55,12753.0,Japan
85730,543518,22669,RED BABY BUNTING ,50,2/9/2011 11:21,2.55,12753.0,Japan
85731,543518,47566B,TEA TIME PARTY BUNTING,50,2/9/2011 11:21,3.75,12753.0,Japan
85732,543518,85232A,SET/3 POLKADOT STACKING TINS,24,2/9/2011 11:21,4.25,12753.0,Japan
85733,543518,85032A,ROMANTIC IMAGES GIFT WRAP SET,48,2/9/2011 11:21,2.1,12753.0,Japan
85734,543518,85032B,BLOSSOM IMAGES GIFT WRAP SET,48,2/9/2011 11:21,2.1,12753.0,Japan
85735,543518,85032C,CURIOUS IMAGES GIFT WRAP SET,48,2/9/2011 11:21,2.1,12753.0,Japan
85736,543518,22857,ASSORTED EASTER GIFT TAGS,60,2/9/2011 11:21,0.85,12753.0,Japan
85737,543518,85017B,ENVELOPE 50 BLOSSOM IMAGES,48,2/9/2011 11:21,0.85,12753.0,Japan
85738,543518,22244,3 HOOK HANGER MAGIC GARDEN,36,2/9/2011 11:21,1.95,12753.0,Japan
85739,543518,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",48,2/9/2011 11:21,0.85,12753.0,Japan
85740,543518,22549,PICTURE DOMINOES,144,2/9/2011 11:21,1.25,12753.0,Japan
85741,543518,22623,BOX OF VINTAGE JIGSAW BLOCKS ,60,2/9/2011 11:21,4.25,12753.0,Japan
85742,543518,20902,VINTAGE KEEPSAKE BOX PARIS DAYS,24,2/9/2011 11:21,5.55,12753.0,Japan
85743,543518,85232D,SET/3 DECOUPAGE STACKING TINS,24,2/9/2011 11:21,4.25,12753.0,Japan
85744,543518,22378,WALL TIDY RETROSPOT ,30,2/9/2011 11:21,2.1,12753.0,Japan
85745,543518,47566,PARTY BUNTING,100,2/9/2011 11:21,3.75,12753.0,Japan
85746,543518,22090,PAPER BUNTING RETROSPOT,40,2/9/2011 11:21,2.55,12753.0,Japan
85747,543518,22088,PAPER BUNTING COLOURED LACE,80,2/9/2011 11:21,2.55,12753.0,Japan
85748,543518,22087,PAPER BUNTING WHITE LACE,40,2/9/2011 11:21,2.55,12753.0,Japan
85749,543518,21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,36,2/9/2011 11:21,1.69,12753.0,Japan
85750,543518,21218,RED SPOTTY BISCUIT TIN,72,2/9/2011 11:21,3.25,12753.0,Japan
85751,543518,22024,RAINY LADIES BIRTHDAY CARD,72,2/9/2011 11:21,0.36,12753.0,Japan
85752,543518,22025,RING OF ROSES BIRTHDAY CARD,72,2/9/2011 11:21,0.36,12753.0,Japan
85753,543518,22073,RED RETROSPOT STORAGE JAR,32,2/9/2011 11:21,3.39,12753.0,Japan
85754,543518,22859,EASTER TIN BUNNY BOUQUET,108,2/9/2011 11:21,1.45,12753.0,Japan
85755,543518,22858,EASTER TIN KEEPSAKE,108,2/9/2011 11:21,1.45,12753.0,Japan
85756,543518,21210,SET OF 72 RETROSPOT PAPER  DOILIES,96,2/9/2011 11:21,1.25,12753.0,Japan
85757,543518,84988,SET OF 72 PINK HEART PAPER DOILIES,96,2/9/2011 11:21,1.25,12753.0,Japan
85758,543518,20750,RED RETROSPOT MINI CASES,24,2/9/2011 11:21,6.35,12753.0,Japan
85759,543518,20724,RED RETROSPOT CHARLOTTE BAG,100,2/9/2011 11:21,0.72,12753.0,Japan
85760,543518,20725,LUNCH BAG RED RETROSPOT,100,2/9/2011 11:21,1.45,12753.0,Japan
85761,543518,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2/9/2011 11:21,0.64,12753.0,Japan
85762,543518,21217,RED RETROSPOT ROUND CAKE TINS,24,2/9/2011 11:21,8.95,12753.0,Japan
85763,543518,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",48,2/9/2011 11:21,4.25,12753.0,Japan
85764,543518,21980,PACK OF 12 RED RETROSPOT TISSUES ,96,2/9/2011 11:21,0.29,12753.0,Japan
85765,543518,22333,RETROSPOT PARTY BAG + STICKER SET,96,2/9/2011 11:21,1.45,12753.0,Japan
107444,C545446,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,-12,3/2/2011 16:33,2.55,12753.0,Japan
107445,C545446,22654,DELUXE SEWING KIT ,-2,3/2/2011 16:33,4.95,12753.0,Japan
107446,C545446,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,3/2/2011 16:33,0.72,12753.0,Japan
107447,C545446,20725,LUNCH BAG RED RETROSPOT,-1,3/2/2011 16:33,1.45,12753.0,Japan
107448,C545446,20724,RED RETROSPOT CHARLOTTE BAG,-1,3/2/2011 16:33,0.72,12753.0,Japan
107515,545448,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,3/2/2011 16:35,2.55,12753.0,Japan
109472,545645,22654,DELUXE SEWING KIT ,1,3/4/2011 12:42,5.95,12755.0,Japan
109473,545645,22968,ROSE COTTAGE KEEPSAKE BOX ,1,3/4/2011 12:42,9.95,12755.0,Japan
109474,545645,22652,TRAVEL SEWING KIT,1,3/4/2011 12:42,1.65,12755.0,Japan
111519,C545739,M,Manual,-1,3/7/2011 11:46,45.57,12754.0,Japan
111928,545845,21260,FIRST AID TIN,1,3/7/2011 13:38,3.25,12754.0,Japan
111929,545845,20735,BLACK MINI TAPE MEASURE ,1,3/7/2011 13:38,0.85,12754.0,Japan
111930,545845,20733,GOLD MINI TAPE MEASURE ,1,3/7/2011 13:38,0.85,12754.0,Japan
111931,545845,23193,BUFFALO BILL TREASURE BOOK BOX,1,3/7/2011 13:38,2.25,12754.0,Japan
111932,545845,23194,GYMKHANA TREASURE BOOK BOX,1,3/7/2011 13:38,2.25,12754.0,Japan
111933,545845,23176,ABC TREASURE BOOK BOX ,1,3/7/2011 13:38,2.25,12754.0,Japan
111934,545845,23177,TREASURE ISLAND BOOK BOX,1,3/7/2011 13:38,2.25,12754.0,Japan
111935,545845,23004,TRAVEL CARD WALLET PANTRY,1,3/7/2011 13:38,0.42,12754.0,Japan
111936,545845,23000,TRAVEL CARD WALLET TRANSPORT,1,3/7/2011 13:38,0.42,12754.0,Japan
111937,545845,22997,TRAVEL CARD WALLET UNION JACK,1,3/7/2011 13:38,0.42,12754.0,Japan
111938,545845,22999,TRAVEL CARD WALLET RETRO PETALS,1,3/7/2011 13:38,0.42,12754.0,Japan
111939,545845,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,3/7/2011 13:38,0.42,12754.0,Japan
112245,C545891,M,Manual,-1,3/7/2011 16:40,16.05,12754.0,Japan
112246,C545892,M,Manual,-1,3/7/2011 16:41,17.55,12755.0,Japan
144190,C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-624,4/4/2011 10:12,2.55,12755.0,Japan
146541,548993,20750,RED RETROSPOT MINI CASES,48,4/5/2011 13:56,6.35,12753.0,Japan
146542,548993,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",48,4/5/2011 13:56,4.25,12753.0,Japan
146543,548993,21217,RED RETROSPOT ROUND CAKE TINS,48,4/5/2011 13:56,8.95,12753.0,Japan
146544,548993,21218,RED SPOTTY BISCUIT TIN,72,4/5/2011 13:56,3.25,12753.0,Japan
146545,548993,21259,VICTORIAN SEWING BOX SMALL ,24,4/5/2011 13:56,4.95,12753.0,Japan
146546,548993,21439,BASKET OF TOADSTOOLS,120,4/5/2011 13:56,1.25,12753.0,Japan
146547,548993,21980,PACK OF 12 RED RETROSPOT TISSUES ,96,4/5/2011 13:56,0.29,12753.0,Japan
146548,548993,22087,PAPER BUNTING WHITE LACE,40,4/5/2011 13:56,2.55,12753.0,Japan
146549,548993,22088,PAPER BUNTING COLOURED LACE,40,4/5/2011 13:56,2.55,12753.0,Japan
146550,548993,22090,PAPER BUNTING RETROSPOT,40,4/5/2011 13:56,2.55,12753.0,Japan
146551,548993,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,100,4/5/2011 13:56,0.72,12753.0,Japan
146552,548993,22662,LUNCH BAG DOLLY GIRL DESIGN,100,4/5/2011 13:56,1.45,12753.0,Japan
146553,548993,22899,CHILDREN'S APRON DOLLY GIRL ,50,4/5/2011 13:56,1.85,12753.0,Japan
146554,548993,22759,SET OF 3 NOTEBOOKS IN PARCEL,36,4/5/2011 13:56,1.65,12753.0,Japan
146555,548993,47566B,TEA TIME PARTY BUNTING,32,4/5/2011 13:56,4.95,12753.0,Japan
146556,548993,22616,PACK OF 12 LONDON TISSUES ,96,4/5/2011 13:56,0.29,12753.0,Japan
146557,548993,21896,POTTING SHED TWINE,36,4/5/2011 13:56,2.1,12753.0,Japan
146558,548993,22561,WOODEN SCHOOL COLOURING SET,72,4/5/2011 13:56,1.45,12753.0,Japan
146559,548993,21937,STRAWBERRY   PICNIC BAG,50,4/5/2011 13:56,2.55,12753.0,Japan
146560,548993,20723,STRAWBERRY CHARLOTTE BAG,50,4/5/2011 13:56,0.85,12753.0,Japan
146561,548993,22604,SET OF 4 NAPKIN CHARMS CUTLERY,6,4/5/2011 13:56,2.55,12753.0,Japan
146562,548993,84843,WHITE SOAP RACK WITH 2 BOTTLES,18,4/5/2011 13:56,4.65,12753.0,Japan
146563,548993,21774,DECORATIVE CATS BATHROOM BOTTLE,36,4/5/2011 13:56,1.25,12753.0,Japan
146564,548993,22361,GLASS JAR DAISY FRESH COTTON WOOL,24,4/5/2011 13:56,2.55,12753.0,Japan
146565,548993,22364,GLASS JAR DIGESTIVE BISCUITS,24,4/5/2011 13:56,2.55,12753.0,Japan
146566,548993,23176,ABC TREASURE BOOK BOX ,32,4/5/2011 13:56,2.25,12753.0,Japan
146567,548993,22980,PANTRY SCRUBBING BRUSH,48,4/5/2011 13:56,1.45,12753.0,Japan
146568,548993,22979,PANTRY WASHING UP BRUSH,36,4/5/2011 13:56,1.45,12753.0,Japan
146569,548993,21452,TOADSTOOL MONEY BOX,48,4/5/2011 13:56,2.55,12753.0,Japan
146570,548993,22644,CERAMIC CHERRY CAKE MONEY BANK,36,4/5/2011 13:56,1.45,12753.0,Japan
146571,548993,22637,PIGGY BANK RETROSPOT ,48,4/5/2011 13:56,2.1,12753.0,Japan
146572,548993,22807,SET OF 6 T-LIGHTS TOADSTOOLS,72,4/5/2011 13:56,2.55,12753.0,Japan
159547,550344,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,576,4/18/2011 9:00,0.21,12754.0,Japan
159548,550344,22492,MINI PAINT SET VINTAGE ,576,4/18/2011 9:00,0.55,12754.0,Japan
159549,550344,22546,MINI JIGSAW PURDEY,480,4/18/2011 9:00,0.36,12754.0,Japan
159550,550344,22544,MINI JIGSAW SPACEBOY,480,4/18/2011 9:00,0.36,12754.0,Japan
159551,550344,22543,MINI JIGSAW BAKE A CAKE ,480,4/18/2011 9:00,0.36,12754.0,Japan
159552,550344,22540,MINI JIGSAW CIRCUS PARADE ,480,4/18/2011 9:00,0.36,12754.0,Japan
159553,550344,22536,MAGIC DRAWING SLATE PURDEY,576,4/18/2011 9:00,0.36,12754.0,Japan
159554,550344,22534,MAGIC DRAWING SLATE SPACEBOY ,576,4/18/2011 9:00,0.36,12754.0,Japan
159555,550344,22533,MAGIC DRAWING SLATE BAKE A CAKE ,576,4/18/2011 9:00,0.36,12754.0,Japan
159556,550344,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,576,4/18/2011 9:00,0.36,12754.0,Japan
159557,550344,22561,WOODEN SCHOOL COLOURING SET,288,4/18/2011 9:00,1.45,12754.0,Japan
159558,550344,22489,PACK OF 12 TRADITIONAL CRAYONS,576,4/18/2011 9:00,0.36,12754.0,Japan
159559,550344,22494,EMERGENCY FIRST AID TIN ,96,4/18/2011 9:00,1.06,12754.0,Japan
159560,550344,21260,FIRST AID TIN,96,4/18/2011 9:00,2.75,12754.0,Japan
168287,C551015,23176,ABC TREASURE BOOK BOX ,-4,4/26/2011 11:06,2.25,12753.0,Japan
168288,C551015,22637,PIGGY BANK RETROSPOT ,-3,4/26/2011 11:06,2.1,12753.0,Japan
168289,C551015,22364,GLASS JAR DIGESTIVE BISCUITS,-9,4/26/2011 11:06,2.55,12753.0,Japan
168290,C551015,22361,GLASS JAR DAISY FRESH COTTON WOOL,-1,4/26/2011 11:06,2.55,12753.0,Japan
168291,C551015,21774,DECORATIVE CATS BATHROOM BOTTLE,-1,4/26/2011 11:06,1.25,12753.0,Japan
168292,C551015,21452,TOADSTOOL MONEY BOX,-4,4/26/2011 11:06,2.55,12753.0,Japan
168293,C551015,21218,RED SPOTTY BISCUIT TIN,-10,4/26/2011 11:06,3.25,12753.0,Japan
168294,C551015,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,-1,4/26/2011 11:06,0.72,12753.0,Japan
188552,553045,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,5/13/2011 9:33,0.72,12770.0,Japan
188553,553045,21078,SET/20 STRAWBERRY PAPER NAPKINS ,96,5/13/2011 9:33,0.72,12770.0,Japan
188554,553045,22613,PACK OF 20 SPACEBOY NAPKINS,96,5/13/2011 9:33,0.72,12770.0,Japan
188555,553045,20992,JAZZ HEARTS PURSE NOTEBOOK,96,5/13/2011 9:33,0.74,12770.0,Japan
188556,553045,21054,NURSE'S BAG SOFT TOY,19,5/13/2011 9:33,8.95,12770.0,Japan
188557,553045,21056,DOCTOR'S BAG SOFT TOY,40,5/13/2011 9:33,7.95,12770.0,Japan
188558,553045,22367,CHILDRENS APRON SPACEBOY DESIGN,50,5/13/2011 9:33,1.65,12770.0,Japan
188559,553045,47591D,PINK FAIRY CAKE CHILDRENS APRON,50,5/13/2011 9:33,1.65,12770.0,Japan
188560,553045,21937,STRAWBERRY   PICNIC BAG,50,5/13/2011 9:33,2.55,12770.0,Japan
188561,553045,21933,PINK VINTAGE PAISLEY PICNIC BAG,50,5/13/2011 9:33,2.55,12770.0,Japan
188562,553045,20728,LUNCH BAG CARS BLUE,50,5/13/2011 9:33,1.65,12770.0,Japan
188563,553045,20725,LUNCH BAG RED RETROSPOT,50,5/13/2011 9:33,1.65,12770.0,Japan
235990,557670,23084,RABBIT NIGHT LIGHT,288,6/22/2011 10:11,1.79,12798.0,Japan
235991,557670,22491,PACK OF 12 COLOURED PENCILS,576,6/22/2011 10:11,0.72,12798.0,Japan
235992,557670,22489,PACK OF 12 TRADITIONAL CRAYONS,432,6/22/2011 10:11,0.36,12798.0,Japan
235993,557670,21918,SET 12 KIDS COLOUR  CHALK STICKS,576,6/22/2011 10:11,0.36,12798.0,Japan
235994,557670,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,96,6/22/2011 10:11,0.72,12798.0,Japan
