,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
29280,C538723,21217,RED RETROSPOT ROUND CAKE TINS,-1,12/14/2010 11:12,9.95,12434.0,Australia
34673,539419,48138,DOORMAT UNION FLAG,10,12/17/2010 14:10,6.75,12431.0,Australia
34674,539419,79067,CORONA MEXICAN TRAY,50,12/17/2010 14:10,2.95,12431.0,Australia
34675,539419,20725,LUNCH BAG RED RETROSPOT,10,12/17/2010 14:10,1.65,12431.0,Australia
34676,539419,85099B,JUMBO BAG RED RETROSPOT,10,12/17/2010 14:10,1.95,12431.0,Australia
34677,539419,22728,ALARM CLOCK BAKELIKE PINK,4,12/17/2010 14:10,3.75,12431.0,Australia
34678,539419,22196,SMALL HEART MEASURING SPOONS,24,12/17/2010 14:10,0.85,12431.0,Australia
34679,539419,22195,LARGE HEART MEASURING SPOONS,12,12/17/2010 14:10,1.65,12431.0,Australia
34680,539419,22219,LOVEBIRD HANGING DECORATION WHITE ,12,12/17/2010 14:10,0.85,12431.0,Australia
34681,539419,20685,DOORMAT RED RETROSPOT,4,12/17/2010 14:10,7.95,12431.0,Australia
34682,539419,48138,DOORMAT UNION FLAG,10,12/17/2010 14:10,6.75,12431.0,Australia
45511,540267,22078,RIBBON REEL LACE DESIGN ,120,1/6/2011 11:12,1.85,12415.0,Australia
45512,540267,22079,RIBBON REEL HEARTS DESIGN ,120,1/6/2011 11:12,1.45,12415.0,Australia
45513,540267,22080,RIBBON REEL POLKADOTS ,120,1/6/2011 11:12,1.45,12415.0,Australia
45514,540267,22077,6 RIBBONS RUSTIC CHARM,144,1/6/2011 11:12,1.45,12415.0,Australia
45515,540267,22505,MEMO BOARD COTTAGE DESIGN,24,1/6/2011 11:12,4.25,12415.0,Australia
45516,540267,22516,CHILDS GARDEN RAKE BLUE,36,1/6/2011 11:12,1.85,12415.0,Australia
45517,540267,22517,CHILDS GARDEN RAKE PINK,36,1/6/2011 11:12,1.85,12415.0,Australia
45518,540267,22518,CHILDS GARDEN BRUSH BLUE,36,1/6/2011 11:12,1.85,12415.0,Australia
45519,540267,22519,CHILDS GARDEN BRUSH PINK,36,1/6/2011 11:12,1.85,12415.0,Australia
45520,540267,22514,CHILDS GARDEN SPADE BLUE,36,1/6/2011 11:12,1.85,12415.0,Australia
45521,540267,22515,CHILDS GARDEN SPADE PINK,36,1/6/2011 11:12,1.85,12415.0,Australia
45522,540267,22522,CHILDS GARDEN FORK BLUE ,192,1/6/2011 11:12,0.72,12415.0,Australia
45523,540267,22524,CHILDRENS GARDEN GLOVES BLUE,100,1/6/2011 11:12,1.06,12415.0,Australia
45524,540267,22525,CHILDRENS GARDEN GLOVES PINK,100,1/6/2011 11:12,1.06,12415.0,Australia
45525,540267,22933,BAKING MOULD EASTER EGG MILK CHOC,6,1/6/2011 11:12,2.95,12415.0,Australia
45526,540267,22934,BAKING MOULD EASTER EGG WHITE CHOC,48,1/6/2011 11:12,2.55,12415.0,Australia
45527,540267,84218,BOX/12 CHICK & EGG IN BASKET,60,1/6/2011 11:12,1.69,12415.0,Australia
45528,540267,84228,HEN HOUSE W CHICK STANDING,120,1/6/2011 11:12,0.37,12415.0,Australia
45529,540267,22148,EASTER CRAFT 4 CHICKS ,40,1/6/2011 11:12,1.65,12415.0,Australia
45530,540267,22857,ASSORTED EASTER GIFT TAGS,144,1/6/2011 11:12,0.72,12415.0,Australia
45531,540267,22858,EASTER TIN KEEPSAKE,48,1/6/2011 11:12,1.65,12415.0,Australia
45532,540267,22859,EASTER TIN BUNNY BOUQUET,48,1/6/2011 11:12,1.65,12415.0,Australia
45533,540267,22860,EASTER TIN CHICKS PINK DAISY,48,1/6/2011 11:12,1.65,12415.0,Australia
45534,540267,21915,RED  HARMONICA IN BOX ,240,1/6/2011 11:12,1.06,12415.0,Australia
45535,540267,21914,BLUE HARMONICA IN BOX ,240,1/6/2011 11:12,1.06,12415.0,Australia
45536,540267,22492,MINI PAINT SET VINTAGE ,576,1/6/2011 11:12,0.55,12415.0,Australia
45537,540267,22619,SET OF 6 SOLDIER SKITTLES,80,1/6/2011 11:12,3.39,12415.0,Australia
45538,540267,21891,TRADITIONAL WOODEN SKIPPING ROPE,144,1/6/2011 11:12,1.06,12415.0,Australia
45539,540267,22620,4 TRADITIONAL SPINNING TOPS,160,1/6/2011 11:12,1.06,12415.0,Australia
45540,540267,22659,LUNCH BOX I LOVE LONDON,64,1/6/2011 11:12,1.65,12415.0,Australia
45541,540267,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,240,1/6/2011 11:12,4.25,12415.0,Australia
45542,540267,22722,SET OF 6 SPICE TINS PANTRY DESIGN,168,1/6/2011 11:12,3.45,12415.0,Australia
45543,540267,22692,DOORMAT WELCOME TO OUR HOME,20,1/6/2011 11:12,6.75,12415.0,Australia
45544,540267,20685,DOORMAT RED RETROSPOT,20,1/6/2011 11:12,6.75,12415.0,Australia
45545,540267,22379,RECYCLING BAG RETROSPOT ,100,1/6/2011 11:12,1.85,12415.0,Australia
45546,540267,22378,WALL TIDY RETROSPOT ,60,1/6/2011 11:12,0.85,12415.0,Australia
45547,540267,22354,RETROSPOT PADDED SEAT CUSHION,60,1/6/2011 11:12,3.39,12415.0,Australia
45548,540267,21243,PINK  POLKADOT PLATE ,96,1/6/2011 11:12,1.45,12415.0,Australia
45549,540267,21244,BLUE POLKADOT PLATE ,96,1/6/2011 11:12,1.45,12415.0,Australia
45550,540267,21242,RED RETROSPOT PLATE ,96,1/6/2011 11:12,1.45,12415.0,Australia
45551,540267,21239,PINK  POLKADOT CUP,96,1/6/2011 11:12,0.72,12415.0,Australia
45552,540267,21240,BLUE POLKADOT CUP,96,1/6/2011 11:12,0.72,12415.0,Australia
45553,540267,20676,RED RETROSPOT BOWL,72,1/6/2011 11:12,1.06,12415.0,Australia
45554,540267,20677,PINK POLKADOT BOWL,72,1/6/2011 11:12,1.06,12415.0,Australia
45555,540267,21238,RED RETROSPOT CUP,96,1/6/2011 11:12,0.72,12415.0,Australia
45556,540267,20675,BLUE POLKADOT BOWL,72,1/6/2011 11:12,1.06,12415.0,Australia
45824,540280,21422,PORCELAIN ROSE SMALL,80,1/6/2011 12:37,0.85,12386.0,Australia
45825,540280,21421,PORCELAIN ROSE LARGE ,60,1/6/2011 12:37,1.25,12386.0,Australia
50805,540557,22523,CHILDS GARDEN FORK PINK,96,1/10/2011 9:58,0.85,12415.0,Australia
52263,540700,21581,SKULLS  DESIGN  COTTON TOTE BAG,6,1/11/2011 9:47,2.25,12393.0,Australia
52264,540700,22619,SET OF 6 SOLDIER SKITTLES,8,1/11/2011 9:47,3.75,12393.0,Australia
52265,540700,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,6,1/11/2011 9:47,3.75,12393.0,Australia
52266,540700,20727,LUNCH BAG  BLACK SKULL.,20,1/11/2011 9:47,1.65,12393.0,Australia
52267,540700,20726,LUNCH BAG WOODLAND,20,1/11/2011 9:47,1.65,12393.0,Australia
52268,540700,22383,LUNCH BAG SUKI  DESIGN ,10,1/11/2011 9:47,1.65,12393.0,Australia
52269,540700,21249,WOODLAND  HEIGHT CHART STICKERS ,6,1/11/2011 9:47,2.95,12393.0,Australia
52270,540700,22378,WALL TIDY RETROSPOT ,20,1/11/2011 9:47,0.85,12393.0,Australia
52271,540700,22175,PINK OWL SOFT TOY,12,1/11/2011 9:47,2.95,12393.0,Australia
52272,540700,22176,BLUE OWL SOFT TOY,12,1/11/2011 9:47,2.95,12393.0,Australia
52273,540700,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,1/11/2011 9:47,3.75,12393.0,Australia
52274,540700,20728,LUNCH BAG CARS BLUE,20,1/11/2011 9:47,1.65,12393.0,Australia
52275,540700,22382,LUNCH BAG SPACEBOY DESIGN ,20,1/11/2011 9:47,1.65,12393.0,Australia
52276,540700,21915,RED  HARMONICA IN BOX ,12,1/11/2011 9:47,1.25,12393.0,Australia
52277,540700,22549,PICTURE DOMINOES,12,1/11/2011 9:47,1.45,12393.0,Australia
52278,540700,21578,WOODLAND DESIGN  COTTON TOTE BAG,12,1/11/2011 9:47,2.25,12393.0,Australia
52279,540700,21577,SAVE THE PLANET COTTON TOTE BAG,12,1/11/2011 9:47,2.25,12393.0,Australia
52280,540700,22245,"HOOK, 1 HANGER ,MAGIC GARDEN",12,1/11/2011 9:47,0.85,12393.0,Australia
52281,540700,22244,3 HOOK HANGER MAGIC GARDEN,12,1/11/2011 9:47,1.95,12393.0,Australia
57298,541149,22449,SILK PURSE BABUSHKA PINK,6,1/14/2011 11:36,2.95,12393.0,Australia
57299,541149,22450,SILK PURSE BABUSHKA BLUE,6,1/14/2011 11:36,2.95,12393.0,Australia
57300,541149,22451,SILK PURSE BABUSHKA RED,48,1/14/2011 11:36,2.95,12393.0,Australia
59113,541271,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,1/17/2011 11:12,0.95,12388.0,Australia
59114,541271,71459,HANGING JAM JAR T-LIGHT HOLDER,24,1/17/2011 11:12,0.85,12388.0,Australia
59115,541271,22429,ENAMEL MEASURING JUG CREAM,4,1/17/2011 11:12,4.25,12388.0,Australia
59116,541271,22262,FELT EGG COSY CHICKEN,12,1/17/2011 11:12,0.85,12388.0,Australia
59117,541271,47590B,PINK HAPPY BIRTHDAY BUNTING,6,1/17/2011 11:12,5.45,12388.0,Australia
59118,541271,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,1/17/2011 11:12,5.45,12388.0,Australia
59119,541271,22669,RED BABY BUNTING ,6,1/17/2011 11:12,2.95,12388.0,Australia
59120,541271,22148,EASTER CRAFT 4 CHICKS ,12,1/17/2011 11:12,1.95,12388.0,Australia
59121,541271,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,1/17/2011 11:12,2.95,12388.0,Australia
59122,541271,47566,PARTY BUNTING,5,1/17/2011 11:12,4.65,12388.0,Australia
59123,541271,22963,JAM JAR WITH GREEN LID,12,1/17/2011 11:12,0.85,12388.0,Australia
59124,541271,22962,JAM JAR WITH PINK LID,12,1/17/2011 11:12,0.85,12388.0,Australia
59125,541271,22961,JAM MAKING SET PRINTED,24,1/17/2011 11:12,1.45,12388.0,Australia
59126,541271,22960,JAM MAKING SET WITH JARS,12,1/17/2011 11:12,3.75,12388.0,Australia
59127,541271,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,1/17/2011 11:12,2.95,12388.0,Australia
59128,541271,22310,IVORY KNITTED MUG COSY ,6,1/17/2011 11:12,1.65,12388.0,Australia
59129,541271,22969,HOMEMADE JAM SCENTED CANDLES,24,1/17/2011 11:12,1.45,12388.0,Australia
59130,541271,22722,SET OF 6 SPICE TINS PANTRY DESIGN,12,1/17/2011 11:12,3.95,12388.0,Australia
59131,541271,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,1/17/2011 11:12,4.95,12388.0,Australia
63100,541520,20728,LUNCH BAG CARS BLUE,10,1/19/2011 9:13,1.65,12422.0,Australia
63101,541520,20713,JUMBO BAG OWLS,10,1/19/2011 9:13,1.95,12422.0,Australia
63102,541520,21937,STRAWBERRY   PICNIC BAG,5,1/19/2011 9:13,2.95,12422.0,Australia
63103,541520,21936,RED RETROSPOT PICNIC BAG,5,1/19/2011 9:13,2.95,12422.0,Australia
63104,541520,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,1/19/2011 9:13,2.95,12422.0,Australia
63105,541520,20717,STRAWBERRY SHOPPER BAG,10,1/19/2011 9:13,1.25,12422.0,Australia
63106,541520,22503,CABIN BAG VINTAGE PAISLEY,3,1/19/2011 9:13,12.75,12422.0,Australia
63107,541520,20712,JUMBO BAG WOODLAND ANIMALS,10,1/19/2011 9:13,1.95,12422.0,Australia
63108,541520,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,1/19/2011 9:13,1.95,12422.0,Australia
63109,541520,22379,RECYCLING BAG RETROSPOT ,5,1/19/2011 9:13,2.1,12422.0,Australia
63110,541520,22356,CHARLOTTE BAG PINK POLKADOT,10,1/19/2011 9:13,0.85,12422.0,Australia
63111,541520,20727,LUNCH BAG  BLACK SKULL.,10,1/19/2011 9:13,1.65,12422.0,Australia
63112,541520,22384,LUNCH BAG PINK POLKADOT,20,1/19/2011 9:13,1.65,12422.0,Australia
64609,541657,22087,PAPER BUNTING WHITE LACE,6,1/20/2011 12:11,2.95,16321.0,Australia
64610,541657,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,1/20/2011 12:11,2.95,16321.0,Australia
64611,541657,21056,DOCTOR'S BAG SOFT TOY,3,1/20/2011 12:11,8.95,16321.0,Australia
64612,541657,22960,JAM MAKING SET WITH JARS,6,1/20/2011 12:11,4.25,16321.0,Australia
75184,542542,21115,ROSE CARAVAN DOORSTOP,4,1/28/2011 14:37,6.75,12431.0,Australia
75185,542542,21524,DOORMAT SPOTTY HOME SWEET HOME,2,1/28/2011 14:37,7.95,12431.0,Australia
75186,542542,22785,SQUARECUSHION COVER PINK UNION FLAG,4,1/28/2011 14:37,6.75,12431.0,Australia
75187,542542,22786,CUSHION COVER PINK UNION JACK,4,1/28/2011 14:37,5.95,12431.0,Australia
75188,542542,22192,BLUE DINER WALL CLOCK,4,1/28/2011 14:37,8.5,12431.0,Australia
75189,542542,22193,RED DINER WALL CLOCK,4,1/28/2011 14:37,8.5,12431.0,Australia
75190,542542,22191,IVORY DINER WALL CLOCK,4,1/28/2011 14:37,8.5,12431.0,Australia
75191,542542,22726,ALARM CLOCK BAKELIKE GREEN,4,1/28/2011 14:37,3.75,12431.0,Australia
75192,542542,22727,ALARM CLOCK BAKELIKE RED ,4,1/28/2011 14:37,3.75,12431.0,Australia
75193,542542,22728,ALARM CLOCK BAKELIKE PINK,4,1/28/2011 14:37,3.75,12431.0,Australia
75194,542542,22729,ALARM CLOCK BAKELIKE ORANGE,4,1/28/2011 14:37,3.75,12431.0,Australia
75195,542542,22730,ALARM CLOCK BAKELIKE IVORY,4,1/28/2011 14:37,3.75,12431.0,Australia
75196,542542,84988,SET OF 72 PINK HEART PAPER DOILIES,12,1/28/2011 14:37,1.45,12431.0,Australia
75197,542542,22194,BLACK DINER WALL CLOCK,2,1/28/2011 14:37,8.5,12431.0,Australia
75198,542542,21243,PINK  POLKADOT PLATE ,8,1/28/2011 14:37,1.69,12431.0,Australia
75199,542542,21242,RED RETROSPOT PLATE ,8,1/28/2011 14:37,1.69,12431.0,Australia
75200,542542,21245,GREEN POLKADOT PLATE ,8,1/28/2011 14:37,1.69,12431.0,Australia
75201,542542,21244,BLUE POLKADOT PLATE ,8,1/28/2011 14:37,1.69,12431.0,Australia
75202,542542,22467,GUMBALL COAT RACK,6,1/28/2011 14:37,2.55,12431.0,Australia
75203,542542,21094,SET/6 RED SPOTTY PAPER PLATES,12,1/28/2011 14:37,0.85,12431.0,Australia
83892,543357,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2/7/2011 13:59,1.25,12388.0,Australia
83893,543357,22960,JAM MAKING SET WITH JARS,6,2/7/2011 13:59,4.25,12388.0,Australia
83894,543357,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2/7/2011 13:59,5.45,12388.0,Australia
83895,543357,47566,PARTY BUNTING,4,2/7/2011 13:59,4.95,12388.0,Australia
83896,543357,22087,PAPER BUNTING WHITE LACE,6,2/7/2011 13:59,2.95,12388.0,Australia
83897,543357,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,2/7/2011 13:59,4.95,12388.0,Australia
84270,543372,22087,PAPER BUNTING WHITE LACE,18,2/7/2011 15:01,2.95,16321.0,Australia
84271,543372,22325,MOBILE VINTAGE HEARTS ,3,2/7/2011 15:01,4.95,16321.0,Australia
84299,C543375,22325,MOBILE VINTAGE HEARTS ,-3,2/7/2011 15:09,4.95,16321.0,Australia
84300,C543375,22087,PAPER BUNTING WHITE LACE,-18,2/7/2011 15:09,2.95,16321.0,Australia
84301,543376,22325,MOBILE VINTAGE HEARTS ,3,2/7/2011 15:10,4.95,16321.0,Australia
84302,543376,22087,PAPER BUNTING WHITE LACE,18,2/7/2011 15:10,2.95,16321.0,Australia
90166,543989,23231,WRAP DOILEY DESIGN,200,2/15/2011 9:52,0.34,12415.0,Australia
90167,543989,23230,WRAP ALPHABET DESIGN,200,2/15/2011 9:52,0.34,12415.0,Australia
90168,543989,23233,WRAP POPPIES  DESIGN,100,2/15/2011 9:52,0.42,12415.0,Australia
90169,543989,22989,SET 2 PANTRY DESIGN TEA TOWELS,200,2/15/2011 9:52,2.75,12415.0,Australia
90170,543989,22990,COTTON APRON PANTRY DESIGN,100,2/15/2011 9:52,4.25,12415.0,Australia
90171,543989,22969,HOMEMADE JAM SCENTED CANDLES,480,2/15/2011 9:52,1.25,12415.0,Australia
90172,543989,22962,JAM JAR WITH PINK LID,384,2/15/2011 9:52,0.72,12415.0,Australia
90173,543989,22963,JAM JAR WITH GREEN LID,240,2/15/2011 9:52,0.72,12415.0,Australia
90174,543989,22960,JAM MAKING SET WITH JARS,96,2/15/2011 9:52,3.75,12415.0,Australia
90175,543989,22666,RECIPE BOX PANTRY YELLOW DESIGN,96,2/15/2011 9:52,2.55,12415.0,Australia
90176,543989,22907,PACK OF 20 NAPKINS PANTRY DESIGN,96,2/15/2011 9:52,0.72,12415.0,Australia
90177,543989,22722,SET OF 6 SPICE TINS PANTRY DESIGN,48,2/15/2011 9:52,3.45,12415.0,Australia
90178,543989,22968,ROSE COTTAGE KEEPSAKE BOX ,48,2/15/2011 9:52,8.5,12415.0,Australia
90179,543989,22652,TRAVEL SEWING KIT,200,2/15/2011 9:52,1.45,12415.0,Australia
90180,543989,22654,DELUXE SEWING KIT ,80,2/15/2011 9:52,4.95,12415.0,Australia
90181,543989,22653,BUTTON BOX ,100,2/15/2011 9:52,1.95,12415.0,Australia
90182,543989,22651,GENTLEMAN SHIRT REPAIR KIT ,288,2/15/2011 9:52,0.72,12415.0,Australia
90183,543989,22630,DOLLY GIRL LUNCH BOX,256,2/15/2011 9:52,1.65,12415.0,Australia
90184,543989,22662,LUNCH BAG DOLLY GIRL DESIGN,200,2/15/2011 9:52,1.45,12415.0,Australia
90185,543989,22635,CHILDS BREAKFAST SET DOLLY GIRL ,16,2/15/2011 9:52,8.5,12415.0,Australia
90186,543989,22029,SPACEBOY BIRTHDAY CARD,144,2/15/2011 9:52,0.36,12415.0,Australia
90187,543989,22382,LUNCH BAG SPACEBOY DESIGN ,100,2/15/2011 9:52,1.45,12415.0,Australia
90188,543989,22544,MINI JIGSAW SPACEBOY,240,2/15/2011 9:52,0.36,12415.0,Australia
90189,543989,22613,PACK OF 20 SPACEBOY NAPKINS,96,2/15/2011 9:52,0.72,12415.0,Australia
90190,543989,22629,SPACEBOY LUNCH BOX ,192,2/15/2011 9:52,1.65,12415.0,Australia
90191,543989,22617,BAKING SET SPACEBOY DESIGN,72,2/15/2011 9:52,4.25,12415.0,Australia
90192,543989,22634,CHILDS BREAKFAST SET SPACEBOY ,24,2/15/2011 9:52,8.5,12415.0,Australia
90193,543989,22417,PACK OF 60 SPACEBOY CAKE CASES,120,2/15/2011 9:52,0.42,12415.0,Australia
90194,543989,22631,CIRCUS PARADE LUNCH BOX ,128,2/15/2011 9:52,1.65,12415.0,Australia
90195,543989,22556,PLASTERS IN TIN CIRCUS PARADE ,96,2/15/2011 9:52,1.45,12415.0,Australia
90196,543989,22716,CARD CIRCUS PARADE,144,2/15/2011 9:52,0.36,12415.0,Australia
90197,543989,22636,CHILDS BREAKFAST SET CIRCUS PARADE,24,2/15/2011 9:52,7.65,12415.0,Australia
90198,543989,22423,REGENCY CAKESTAND 3 TIER,64,2/15/2011 9:52,10.95,12415.0,Australia
90199,543989,22699,ROSES REGENCY TEACUP AND SAUCER ,72,2/15/2011 9:52,2.55,12415.0,Australia
90200,543989,22698,PINK REGENCY TEACUP AND SAUCER,72,2/15/2011 9:52,2.55,12415.0,Australia
90201,543989,22697,GREEN REGENCY TEACUP AND SAUCER,72,2/15/2011 9:52,2.55,12415.0,Australia
90202,543989,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,2/15/2011 9:52,3.75,12415.0,Australia
90203,543989,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,192,2/15/2011 9:52,0.72,12415.0,Australia
90204,543989,21086,SET/6 RED SPOTTY PAPER CUPS,216,2/15/2011 9:52,0.53,12415.0,Australia
90205,543989,21094,SET/6 RED SPOTTY PAPER PLATES,288,2/15/2011 9:52,0.64,12415.0,Australia
90206,543989,21210,SET OF 72 RETROSPOT PAPER  DOILIES,192,2/15/2011 9:52,1.25,12415.0,Australia
90207,543989,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",72,2/15/2011 9:52,4.25,12415.0,Australia
90208,543989,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2/15/2011 9:52,0.42,12415.0,Australia
90209,543989,21217,RED RETROSPOT ROUND CAKE TINS,48,2/15/2011 9:52,8.95,12415.0,Australia
90210,543989,21880,RED RETROSPOT TAPE,72,2/15/2011 9:52,0.65,12415.0,Australia
90211,543989,22139,RETROSPOT TEA SET CERAMIC 11 PC ,96,2/15/2011 9:52,4.25,12415.0,Australia
90212,543989,22333,RETROSPOT PARTY BAG + STICKER SET,192,2/15/2011 9:52,1.45,12415.0,Australia
90213,543989,22329,ROUND CONTAINER SET OF 5 RETROSPOT,144,2/15/2011 9:52,1.45,12415.0,Australia
90214,543989,22505,MEMO BOARD COTTAGE DESIGN,24,2/15/2011 9:52,4.25,12415.0,Australia
90215,543989,22628,PICNIC BOXES SET OF 3 RETROSPOT ,120,2/15/2011 9:52,4.25,12415.0,Australia
90216,543989,22667,RECIPE BOX RETROSPOT ,24,2/15/2011 9:52,2.55,12415.0,Australia
90217,543989,21218,RED SPOTTY BISCUIT TIN,96,2/15/2011 9:52,3.25,12415.0,Australia
90218,543989,22840,ROUND CAKE TIN VINTAGE RED,12,2/15/2011 9:52,6.95,12415.0,Australia
90219,543989,22841,ROUND CAKE TIN VINTAGE GREEN,12,2/15/2011 9:52,6.95,12415.0,Australia
90220,543989,22842,BISCUIT TIN VINTAGE RED,12,2/15/2011 9:52,5.95,12415.0,Australia
90221,543989,22843,BISCUIT TIN VINTAGE GREEN,12,2/15/2011 9:52,5.95,12415.0,Australia
90222,543989,21164,HOME SWEET HOME METAL SIGN ,72,2/15/2011 9:52,2.55,12415.0,Australia
90223,543989,21249,WOODLAND  HEIGHT CHART STICKERS ,60,2/15/2011 9:52,2.55,12415.0,Australia
90224,543989,20726,LUNCH BAG WOODLAND,100,2/15/2011 9:52,1.45,12415.0,Australia
90225,543989,22331,WOODLAND PARTY BAG + STICKER SET,144,2/15/2011 9:52,1.45,12415.0,Australia
90226,543989,20973,12 PENCIL SMALL TUBE WOODLAND,384,2/15/2011 9:52,0.55,12415.0,Australia
90227,543989,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,96,2/15/2011 9:52,2.55,12415.0,Australia
90228,543989,21058,PARTY INVITES WOODLAND,144,2/15/2011 9:52,0.72,12415.0,Australia
90229,543989,22835,HOT WATER BOTTLE I AM SO POORLY,8,2/15/2011 9:52,4.65,12415.0,Australia
90230,543989,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,8,2/15/2011 9:52,3.75,12415.0,Australia
90231,543989,21195,PINK  HONEYCOMB PAPER BALL ,48,2/15/2011 9:52,1.69,12415.0,Australia
90232,543989,21191,LARGE WHITE HONEYCOMB PAPER BELL  ,48,2/15/2011 9:52,1.69,12415.0,Australia
90233,543989,21192,WHITE BELL HONEYCOMB PAPER ,48,2/15/2011 9:52,1.45,12415.0,Australia
90234,543989,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,2/15/2011 9:52,0.42,12415.0,Australia
103467,545065,22992,REVOLVER WOODEN RULER ,24,2/27/2011 14:43,1.95,12431.0,Australia
103468,545065,21731,RED TOADSTOOL LED NIGHT LIGHT,144,2/27/2011 14:43,1.45,12431.0,Australia
103469,545065,22505,MEMO BOARD COTTAGE DESIGN,4,2/27/2011 14:43,4.95,12431.0,Australia
103470,545065,21937,STRAWBERRY   PICNIC BAG,5,2/27/2011 14:43,2.95,12431.0,Australia
103471,545065,21936,RED RETROSPOT PICNIC BAG,5,2/27/2011 14:43,2.95,12431.0,Australia
103472,545065,22785,SQUARECUSHION COVER PINK UNION FLAG,4,2/27/2011 14:43,6.75,12431.0,Australia
103473,545065,22786,CUSHION COVER PINK UNION JACK,2,2/27/2011 14:43,5.95,12431.0,Australia
103474,545065,21933,PINK VINTAGE PAISLEY PICNIC BAG,5,2/27/2011 14:43,2.95,12431.0,Australia
103475,545065,21555,CERAMIC STRAWBERRY TRINKET TRAY,12,2/27/2011 14:43,2.55,12431.0,Australia
103476,545065,22466,FAIRY TALE COTTAGE NIGHTLIGHT,12,2/27/2011 14:43,1.95,12431.0,Australia
107989,545475,22978,PANTRY ROLLING PIN,72,3/3/2011 10:59,3.39,12415.0,Australia
